2020-11-02,Ukraine,Khmelnytskyi Oblast,49.423,26.9871,16422,228,7136
2020-11-02,Ukraine,Kiev,50.4501,30.5234,38745,787,12924
2020-11-02,Ukraine,Kiev Oblast,50.053000000000004,30.7667,17175,406,8100
2020-11-02,Ukraine,Kirovohrad Oblast,48.5079,32.2623,2656,94,1277
2020-11-02,Ukraine,Luhansk Oblast,48.574,39.3078,3760,79,1433
2020-11-02,Ukraine,Lviv Oblast,49.8397,24.0297,30700,891,12125
2020-11-02,Ukraine,Mykolaiv Oblast,46.975,31.9946,8495,168,2211
2020-11-02,Ukraine,Odessa Oblast,46.4846,30.7326,25325,379,3816
2020-11-02,Ukraine,Poltava Oblast,49.5883,34.5514,9852,192,3985
2020-11-02,Ukraine,Rivne Oblast,50.6199,26.2516,19573,252,14503
2020-11-02,Ukraine,Sevastopol*,44.6054,33.522,2557,69,1605
2020-11-02,Ukraine,Sumy Oblast,50.9077,34.7981,12071,190,4503
2020-11-02,Ukraine,Ternopil Oblast,49.5535,25.5948,20963,265,15873
2020-11-02,Ukraine,Vinnytsia Oblast,49.2331,28.4682,10789,188,6417
2020-11-02,Ukraine,Volyn Oblast,50.7472,25.3254,13983,273,7916
2020-11-02,Ukraine,Zakarpattia Oblast,48.6208,22.2879,14911,378,7053
2020-11-02,Ukraine,Zaporizhia Oblast,47.8388,35.1396,10370,123,2439
2020-11-02,Ukraine,Zhytomyr Oblast,50.2547,28.6587,15363,266,7791
2020-11-02,United Arab Emirates,United Arab Emirates,23.424076,53.847818000000004,135141,497,132024
2020-11-02,United Kingdom,Anguilla,18.2206,-63.0686,3,0,3
2020-11-02,United Kingdom,Bermuda,32.3078,-64.7505,206,9,176
2020-11-02,United Kingdom,British Virgin Islands,18.4207,-64.64,71,1,70
2020-11-02,United Kingdom,Cayman Islands,19.3133,-81.2546,240,1,221
2020-11-02,United Kingdom,Channel Islands,49.3723,-2.3644,845,48,713
2020-11-02,United Kingdom,England,52.3555,-1.1743,894906,41389,0
2020-11-02,United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,13,0,13
2020-11-02,United Kingdom,Gibraltar,36.1408,-5.3536,707,0,629
2020-11-02,United Kingdom,Isle of Man,54.2361,-4.5481,355,24,324
2020-11-02,United Kingdom,Montserrat,16.742498,-62.187366000000004,13,1,12
2020-11-02,United Kingdom,Northern Ireland,54.7877,-6.4923,39609,724,0
2020-11-02,United Kingdom,Scotland,56.4907,-4.2026,66012,2849,0
2020-11-02,United Kingdom,Turks and Caicos Islands,21.69400000000001,-71.7979,704,6,689
2020-11-02,United Kingdom,Unknown,,,0,0,0
2020-11-02,United Kingdom,Wales,52.1307,-3.7837,53337,1891,0
2020-11-02,United States,Alabama,32.88428035358209,-86.71012237686571,194892,2973,0
2020-11-02,United States,Alaska,60.31731041928572,-148.47956602142858,17057,84,0
2020-11-02,United States,Arizona,33.675903642,-111.46323212666667,248139,5982,0
2020-11-02,United States,Arkansas,34.911889390266666,-92.43397826839998,113641,1985,0
2020-11-02,United States,California,37.84396164603449,-120.72859416379308,940411,17689,0
2020-11-02,United States,Colorado,38.935474467656235,-105.48623995937497,112147,2292,0
2020-11-02,United States,Connecticut,41.61368014,-72.65682967875,73858,4627,0
2020-11-02,United States,Delaware,39.10927682333334,-75.53323745666665,25311,710,0
2020-11-02,United States,Diamond Princess,,,49,0,0
2020-11-02,United States,District of Columbia,38.90417773,-77.01655992,17438,647,0
2020-11-02,United States,Florida,28.94075487910448,-82.70074390925375,812063,16834,0
2020-11-02,United States,Georgia,32.80853214484278,-83.57742992610066,362921,7999,0
2020-11-02,United States,Grand Princess,,,103,3,0
2020-11-02,United States,Guam,13.4443,144.7937,4628,79,0
2020-11-02,United States,Hawaii,20.99064747,-157.41445579999998,15231,219,0
2020-11-02,United States,Idaho,44.2634012584091,-114.46012491818179,65845,632,0
2020-11-02,United States,Illinois,39.84361770127451,-89.17833006960784,429749,10093,0
2020-11-02,United States,Indiana,39.83735316565217,-86.21856844913039,185185,4390,0
2020-11-02,United States,Iowa,42.02991002353537,-93.46551942343434,132516,1756,0
2020-11-02,United States,Kansas,38.485378896857135,-98.08455153209523,85280,1045,0
2020-11-02,United States,Kentucky,37.62214385000001,-85.19989061799998,109670,1492,0
2020-11-02,United States,Louisiana,31.092427383437492,-91.82418665609377,183616,5934,0
2020-11-02,United States,Maine,44.68768840625,-69.523768628125,6798,148,0
2020-11-02,United States,Maryland,39.014920690416666,-76.67546760874998,146995,4155,0
2020-11-02,United States,Massachusetts,42.17639998153847,-71.57704993461539,160549,10023,0
2020-11-02,United States,Michigan,44.04362008975902,-85.18169553542172,204326,7716,0
2020-11-02,United States,Minnesota,45.55201297954022,-94.43095302689653,153620,2538,0
2020-11-02,United States,Mississippi,32.792726566585365,-89.64572580048781,120865,3348,0
2020-11-02,United States,Missouri,38.456764881637945,-92.4994868846552,191223,3043,0
2020-11-02,United States,Montana,46.97469113196428,-109.70039488214287,34252,386,0
2020-11-02,United States,Nebraska,41.321794947204275,-99.03901222387097,72620,656,0
2020-11-02,United States,Nevada,39.25599674470589,-117.5639935352941,102114,1784,0
2020-11-02,United States,New Hampshire,43.478972876,-71.57765670500001,11320,483,0
2020-11-02,United States,New Jersey,40.286440910952386,-74.62244971476191,240997,16357,0
2020-11-02,United States,New Mexico,34.54935897878787,-105.88710740909092,48104,1036,0
2020-11-02,United States,New York,42.5441513332258,-75.47418330774194,511368,33539,0
2020-11-02,United States,North Carolina,35.62420971000002,-79.50109873960002,278028,4390,0
2020-11-02,United States,North Dakota,47.39350672792453,-100.2493934356604,46015,540,0
2020-11-02,United States,Northern Mariana Islands,15.0979,145.6739,96,2,0
2020-11-02,United States,Ohio,40.310669812954565,-82.83540800659091,221909,5340,0
2020-11-02,United States,Oklahoma,35.50191442597403,-97.2513995677922,125195,1354,0
2020-11-02,United States,Oregon,44.49240067472221,-121.47691959722222,45978,692,0
2020-11-02,United States,Pennsylvania,40.81807835477611,-77.61531783850747,217243,8812,0
2020-11-02,United States,Puerto Rico,18.240118884615384,-66.40498556410255,68172,839,0
2020-11-02,United States,Recovered,,,0,0,3674981
2020-11-02,United States,Rhode Island,41.655142106,-71.464105098,34120,1210,0
2020-11-02,United States,South Carolina,33.957472131086966,-80.9833996921739,178917,3946,0
2020-11-02,United States,South Dakota,44.27269492727272,-99.31063618348485,47850,438,0
2020-11-02,United States,Tennessee,35.88510221221052,-86.10872298863156,264587,3379,0
2020-11-02,United States,Texas,31.660643442283458,-98.65306860334638,942303,18534,0
2020-11-02,United States,Utah,40.014400114615384,-111.46087804615384,117706,614,0
2020-11-02,United States,Vermont,44.159495798571434,-72.68438070571429,2219,58,0
2020-11-02,United States,Virgin Islands,18.3358,-64.8963,1376,21,0
2020-11-02,United States,Virginia,37.56615032526316,-78.51371173503755,183418,3658,0
2020-11-02,United States,Washington,47.23378642,-120.71922041538465,109354,2378,0
2020-11-02,United States,West Virginia,38.81425370672727,-80.6174545132727,25238,461,0
2020-11-02,United States,Wisconsin,44.395143494861124,-89.79797998097222,232295,2050,0
2020-11-02,United States,Wyoming,43.086885505217396,-107.15324220434782,14167,97,0
2020-11-02,Uruguay,Uruguay,-32.5228,-55.7658,3165,60,2658
2020-11-02,Uzbekistan,Uzbekistan,41.377491,64.585262,67254,571,64466
2020-11-02,"Venezuela, RB","Venezuela, RB",6.4238,-66.5897,92705,806,87547
2020-11-02,Vietnam,Vietnam,14.058323999999999,108.277199,1192,35,1065
2020-11-02,West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,54775,493,47169
2020-11-02,"Yemen, Rep.","Yemen, Rep.",15.552726999999999,48.516388,2063,601,1375
2020-11-02,Zambia,Zambia,-13.133897,27.849332,16543,349,15733
2020-11-02,Zimbabwe,Zimbabwe,-19.015438,29.154857,8389,245,7939
